,LKSPOMET_ATemp,LKSBAWQ_Sal,LKSBAWQ_Depth,LKSBAWQ_pH,LKSPOMET_TotPrcp,LKSBAWQ_Turb
38792,18.2,0.1,1.36,8.3,0.0,5
38793,18.9,0.1,1.29,8.3,0.0,5
38794,19.4,0.1,1.25,8.3,0.0,5
38795,19.6,0.1,1.27,8.3,0.0,6
38796,19.6,0.1,1.32,8.1,0.0,5
38797,19.8,0.1,1.38,8.3,0.0,5
38798,20.2,0.1,1.41,8.2,0.0,5
38799,20.6,0.1,1.41,8.2,0.0,6
38800,21.0,0.1,1.38,8.2,0.0,5
38801,22.0,0.1,1.35,8.1,0.0,6
38802,23.2,0.1,1.34,8.2,0.0,5
38803,23.8,0.1,1.37,8.1,0.0,6
38804,24.6,0.1,1.42,8.3,0.0,5
38805,25.8,0.1,1.40,8.3,0.0,6
38806,26.6,0.1,1.39,8.2,0.0,6
38807,26.8,0.1,1.35,8.1,0.0,7
38808,27.2,0.1,1.33,8.2,0.0,7
38809,27.7,0.1,1.33,8.2,0.0,6
38810,28.1,0.1,1.34,8.3,0.0,6
38811,28.7,0.1,1.37,8.4,0.0,18
38812,29.1,0.1,1.40,8.4,0.0,6
38813,29.6,0.1,1.40,8.3,0.0,6
38814,30.0,0.1,1.38,8.3,0.0,6
38815,30.3,0.1,1.38,8.3,0.0,7
38816,30.7,0.1,1.35,8.3,0.0,7
38817,30.9,0.1,1.34,8.4,0.0,6
38818,31.1,0.1,1.36,8.5,0.0,6
38819,31.4,0.1,1.39,8.5,0.0,6
38820,31.7,0.1,1.40,8.4,0.0,7
38821,31.7,0.1,1.39,8.4,0.0,7
38822,32.1,0.1,1.38,8.5,0.0,7
38823,32.3,0.1,1.36,8.3,0.0,8
38824,32.6,0.1,1.34,8.3,0.0,8
38825,32.8,0.1,1.33,8.5,0.0,7
38826,33.1,0.1,1.37,8.5,0.0,7
38827,33.2,0.1,1.39,8.3,0.0,10
38828,33.3,0.1,1.40,8.5,0.0,7
38829,33.4,0.1,1.38,8.5,0.0,7
38830,33.5,0.1,1.35,8.1,0.0,10
38831,33.5,0.1,1.33,8.4,0.0,7
38832,33.5,0.1,1.35,8.3,0.0,9
38833,33.7,0.1,1.35,8.5,0.0,7
38834,33.9,0.1,1.36,8.4,0.0,8
38835,33.7,0.1,1.34,8.5,0.0,7
38836,33.3,0.1,1.37,8.4,0.0,15
38837,33.8,0.1,1.37,8.2,0.0,9
38838,33.7,0.1,1.38,8.2,0.0,8
38839,33.5,0.1,1.36,8.4,0.0,9
38840,33.5,0.1,1.32,8.3,0.0,7
38841,33.4,0.1,1.29,8.3,0.0,8
38842,33.3,0.1,1.29,8.2,0.0,8
38843,33.4,0.1,1.29,8.2,0.0,7
38844,33.4,0.1,1.32,8.2,0.0,8
38845,32.9,0.1,1.34,8.4,0.0,7
38846,32.6,0.1,1.33,8.2,0.0,7
38847,31.6,0.1,1.32,8.2,0.0,8
38848,29.8,0.1,1.34,8.1,0.0,8
38849,28.8,0.1,1.35,8.4,0.0,7
38850,28.3,0.1,1.36,8.2,0.0,7
38851,28.1,0.1,1.35,8.2,0.0,8
38852,27.4,0.1,1.34,8.2,0.0,8
38853,27.0,0.1,1.33,8.3,0.0,7
38854,26.7,0.1,1.33,8.2,0.0,7
38855,26.4,0.1,1.33,8.2,0.0,8
38856,25.9,0.1,1.35,8.4,0.0,7
38857,25.8,0.1,1.34,8.3,0.0,7
38858,26.1,0.1,1.34,8.3,0.0,7
38859,25.9,0.1,1.34,8.3,0.0,7
38860,26.9,0.1,1.35,8.3,0.0,8
38861,26.1,0.1,1.34,8.2,0.0,8
38862,25.4,0.1,1.37,8.2,0.0,7
38863,24.9,0.1,1.35,8.4,0.0,7
38864,24.6,0.1,1.38,8.3,0.0,7
38865,24.4,0.1,1.39,8.2,0.0,7
38866,24.2,0.1,1.37,8.3,0.0,7
38867,24.0,0.1,1.37,8.2,0.0,7
38868,23.5,0.1,1.34,8.3,0.0,7
38869,23.3,0.1,1.33,8.1,0.0,8
38870,22.9,0.1,1.34,8.3,0.0,8
38871,22.6,0.1,1.32,8.3,0.0,6
38872,22.5,0.1,1.34,8.3,0.0,5
38873,22.5,0.1,1.33,8.2,0.0,6
38874,22.0,0.1,1.31,8.2,0.0,6
38875,21.7,0.1,1.31,8.3,0.0,7
38876,21.6,0.1,1.33,8.1,0.0,7
38877,21.4,0.1,1.32,8.0,0.0,8
38878,21.5,0.1,1.34,8.2,0.0,5
38879,21.5,0.1,1.34,8.0,0.0,6
38880,21.7,0.1,1.29,8.2,0.0,6
38881,21.7,0.1,1.30,8.2,0.0,6
38882,21.5,0.1,1.28,8.2,0.0,6
38883,21.4,0.1,1.24,8.0,0.0,7
38884,21.3,0.1,1.31,7.9,0.0,6
38885,21.2,0.1,1.35,8.1,0.0,7
38886,21.2,0.1,1.36,8.2,0.0,7
38887,21.1,0.1,1.33,8.0,0.0,8
38888,21.1,0.1,1.27,8.2,0.0,6
38889,21.5,0.1,1.24,8.2,0.0,5
38890,22.1,0.1,1.24,8.1,0.0,7
38891,22.7,0.1,1.25,8.1,0.0,6
38892,23.9,0.1,1.36,8.2,0.0,8
38893,24.5,0.1,1.41,8.2,0.0,6
38894,25.1,0.1,1.40,8.2,0.0,6
38895,25.1,0.1,1.38,8.2,0.0,6
38896,25.5,0.1,1.32,8.3,0.0,6
38897,25.9,0.1,1.33,8.2,0.0,5
38898,26.1,0.1,1.32,8.2,0.0,6
38899,26.4,0.1,1.32,8.1,0.0,6
38900,26.7,0.1,1.34,8.2,0.0,6
38901,27.0,0.1,1.38,8.1,0.0,6
38902,27.1,0.1,1.38,8.1,0.0,7
38903,27.5,0.1,1.37,8.1,0.0,6
38904,27.8,0.1,1.33,8.2,0.0,8
38905,28.3,0.1,1.28,8.3,0.0,6
38906,28.5,0.1,1.30,8.3,0.0,6
38907,28.9,0.1,1.32,8.3,0.0,6
38908,29.1,0.1,1.41,8.3,0.0,7
38909,29.1,0.1,1.45,8.3,0.0,6
38910,29.3,0.1,1.42,8.4,0.0,8
38911,29.4,0.1,1.40,8.3,0.0,6
38912,29.6,0.1,1.34,8.4,0.0,6
38913,29.7,0.1,1.32,8.5,0.0,6
38914,29.9,0.1,1.33,8.4,0.0,7
38915,30.3,0.1,1.39,8.5,0.0,5
38916,30.4,0.1,1.42,8.5,0.0,5
38917,30.4,0.1,1.39,8.5,0.0,6
38918,30.6,0.1,1.37,8.5,0.0,6
38919,30.6,0.1,1.33,8.5,0.0,5
38920,30.8,0.1,1.33,8.5,0.0,6
38921,30.9,0.1,1.36,8.6,0.0,6
38922,31.1,0.1,1.37,8.5,0.0,6
38923,31.2,0.1,1.42,8.5,0.0,7
38924,31.4,0.1,1.46,8.5,0.0,6
38925,31.5,0.1,1.46,8.6,0.0,6
38926,31.4,0.1,1.45,8.6,0.0,6
38927,31.5,0.1,1.38,8.6,0.0,6
38928,31.6,0.1,1.35,8.6,0.0,6
38929,31.6,0.1,1.32,8.6,0.0,6
38930,31.6,0.1,1.37,8.6,0.0,6
38931,31.6,0.1,1.43,8.6,0.0,7
38932,31.5,0.1,1.42,8.6,0.0,7
38933,31.6,0.1,1.39,8.7,0.0,6
38934,31.6,0.1,1.34,8.7,0.0,6
38935,31.5,0.1,1.31,8.7,0.0,6
38936,31.5,0.1,1.29,8.7,0.0,7
38937,31.5,0.1,1.35,8.7,0.0,6
38938,31.3,0.1,1.42,8.6,0.0,9
38939,31.3,0.1,1.43,8.7,0.0,6
38940,31.2,0.1,1.45,8.6,0.0,7
38941,30.9,0.1,1.38,8.7,0.0,6
38942,30.7,0.1,1.37,8.7,0.0,6
38943,30.1,0.1,1.33,8.7,0.0,6
38944,29.8,0.1,1.32,8.6,0.0,6
38945,28.8,0.1,1.33,8.7,0.0,6
38946,27.4,0.1,1.34,8.6,0.0,6
38947,26.3,0.1,1.35,8.6,0.0,6
38948,25.4,0.1,1.37,8.6,0.0,6
38949,24.8,0.1,1.37,8.5,0.0,6
38950,24.2,0.1,1.34,8.5,0.0,6
38951,23.5,0.1,1.38,8.5,0.0,6
38952,23.1,0.1,1.39,8.5,0.0,5
38953,22.7,0.1,1.41,8.6,0.0,6
38954,22.3,0.1,1.45,8.6,0.0,6
38955,22.2,0.1,1.44,8.6,0.0,5
38956,22.1,0.1,1.45,8.7,0.0,6
38957,21.7,0.1,1.44,8.6,0.0,6
38958,21.4,0.1,1.40,8.6,0.0,5
38959,21.0,0.1,1.38,8.4,0.0,6
38960,20.8,0.1,1.38,8.6,0.0,6
38961,20.4,0.1,1.37,8.5,0.0,5
38962,20.4,0.1,1.39,8.6,0.0,5
38963,20.1,0.1,1.41,8.6,0.0,5
38964,19.9,0.1,1.41,8.5,0.0,5
38965,19.7,0.1,1.45,8.6,0.0,5
38966,19.7,0.1,1.42,8.5,0.0,5
38967,19.7,0.1,1.43,8.5,0.0,6
38968,19.6,0.1,1.44,8.5,0.0,6
38969,19.5,0.1,1.44,8.5,0.0,6
38970,19.8,0.1,1.43,8.5,0.0,6
38971,19.7,0.1,1.44,8.5,0.0,5
38972,19.4,0.1,1.44,8.5,0.0,6
38973,19.3,0.1,1.41,8.5,0.0,5
38974,18.9,0.1,1.38,8.5,0.0,6
38975,18.9,0.1,1.36,8.4,0.0,6
38976,19.0,0.1,1.36,8.4,0.0,6
38977,19.0,0.1,1.38,8.2,0.0,6
38978,19.0,0.1,1.41,8.3,0.0,5
38979,19.0,0.1,1.43,8.4,0.0,5
38980,18.8,0.1,1.45,8.4,0.0,5
38981,18.9,0.1,1.44,8.4,0.0,5
38982,18.7,0.1,1.45,8.4,0.0,5
38983,19.0,0.1,1.41,8.4,0.0,6
38984,19.2,0.1,1.41,8.3,0.0,6
38985,19.4,0.1,1.44,8.4,0.0,6
38986,19.8,0.1,1.45,8.3,0.0,6
38987,20.1,0.1,1.46,8.3,0.0,6
38988,20.4,0.1,1.43,8.3,0.0,6
38989,21.3,0.1,1.42,8.2,0.0,6
38990,21.0,0.1,1.43,8.3,0.0,6
38991,20.0,0.1,1.45,8.2,0.0,6
38992,19.4,0.1,1.46,8.3,0.0,6
38993,19.3,0.1,1.47,8.3,0.0,5
38994,19.2,0.1,1.48,8.3,0.0,5
38995,18.5,0.1,1.49,8.3,0.5,9
38996,18.1,0.1,1.50,8.3,0.0,6
38997,18.0,0.1,1.48,8.3,0.0,6
38998,17.9,0.1,1.52,8.3,0.3,8
38999,17.5,0.1,1.50,8.3,0.5,6
39000,17.2,0.1,1.48,8.3,0.8,8
39001,17.1,0.1,1.50,8.3,0.5,7
39002,16.8,0.1,1.49,8.3,0.5,6
39003,16.5,0.1,1.52,8.2,0.5,8
39004,16.3,0.1,1.51,8.2,1.0,7
39005,16.2,0.1,1.49,8.3,1.0,7
39006,16.2,0.1,1.49,8.2,0.8,7
39007,16.1,0.1,1.47,8.3,0.5,6
39008,16.2,0.1,1.49,8.2,0.3,7
39009,16.3,0.1,1.47,8.3,0.3,6
39010,16.3,0.1,1.48,8.3,0.3,6
39011,16.1,0.1,1.49,8.3,0.0,6
39012,15.9,0.1,1.50,8.3,0.0,6
39013,15.6,0.1,1.55,8.3,0.3,7
39014,15.4,0.1,1.56,8.3,0.3,6
39015,15.4,0.1,1.56,8.3,0.5,6
39016,15.4,0.1,1.53,8.4,0.0,6
39017,15.4,0.1,1.51,8.3,0.5,6
39018,15.1,0.1,1.49,8.3,0.0,6
39019,15.0,0.1,1.54,8.2,0.3,7
39020,14.9,0.1,1.56,8.3,0.3,6
39021,14.7,0.1,1.58,8.4,0.3,6
39022,14.5,0.1,1.54,8.3,0.3,6
39023,14.4,0.1,1.49,8.3,0.3,7
39024,14.2,0.1,1.46,8.3,0.3,6
39025,14.2,0.1,1.49,8.2,0.0,7
39026,14.0,0.1,1.56,8.3,0.0,6
39027,14.0,0.1,1.57,8.3,0.3,7
39028,13.9,0.1,1.54,8.4,0.0,7
39029,13.7,0.1,1.55,8.3,0.0,7
39030,13.6,0.1,1.49,8.4,0.0,7
39031,13.8,0.1,1.48,8.3,0.0,7
39032,13.9,0.1,1.50,8.4,0.0,6
39033,14.0,0.1,1.49,8.3,0.0,6
39034,14.1,0.1,1.51,8.3,0.0,8
39035,14.1,0.1,1.49,8.3,0.0,7
39036,14.1,0.1,1.46,8.3,0.0,8
39037,14.2,0.1,1.47,8.3,0.0,7
39038,14.3,0.1,1.43,8.3,0.0,7
39039,14.4,0.1,1.43,8.3,0.0,7
39040,14.3,0.1,1.44,8.3,0.0,9
39041,14.3,0.1,1.43,8.1,0.0,9
39042,14.3,0.1,1.45,8.3,0.0,6
39043,14.2,0.1,1.47,8.3,0.0,7
39044,14.3,0.1,1.44,8.3,0.0,7
39045,14.3,0.1,1.46,8.3,0.0,7
39046,14.3,0.1,1.44,8.3,0.0,6
39047,14.2,0.1,1.44,8.2,0.0,8
39048,14.1,0.1,1.45,8.3,0.0,7
39049,14.1,0.1,1.47,8.3,0.0,5
39050,14.3,0.1,1.48,8.2,0.0,7
39051,14.3,0.1,1.48,8.3,0.0,6
39052,14.3,0.1,1.48,8.3,0.0,7
39053,14.1,0.1,1.51,8.2,0.0,9
39054,14.2,0.1,1.50,8.2,0.0,6
39055,14.2,0.1,1.51,8.2,0.0,7
39056,14.2,0.1,1.47,8.2,0.0,6
39057,14.1,0.1,1.49,8.3,0.0,7
39058,14.1,0.1,1.50,8.2,0.0,7
39059,14.1,0.1,1.49,8.2,0.0,7
39060,14.1,0.1,1.49,8.2,0.0,6
39061,14.0,0.1,1.50,8.2,0.0,6
39062,13.8,0.1,1.54,8.2,0.0,6
39063,13.7,0.1,1.55,8.2,0.0,6
39064,13.5,0.1,1.54,8.2,0.0,7
39065,13.5,0.1,1.48,8.2,0.0,6
39066,13.3,0.1,1.47,8.1,0.0,7
39067,13.2,0.1,1.50,8.1,0.0,6
39068,13.1,0.1,1.50,8.2,0.0,6
39069,13.0,0.1,1.51,8.2,0.0,7
39070,12.8,0.1,1.50,8.2,0.0,6
39071,12.6,0.1,1.48,8.1,0.0,6
39072,12.2,0.1,1.44,8.2,0.0,6
39073,11.9,0.1,1.44,8.1,0.0,7
39074,11.7,0.1,1.43,8.0,0.0,6
39075,11.7,0.1,1.47,8.1,0.0,6
39076,11.9,0.1,1.50,8.0,0.0,6
39077,12.3,0.1,1.50,8.1,0.0,6
39078,12.9,0.1,1.50,8.0,0.0,7
39079,12.6,0.1,1.48,8.0,0.0,6
39080,12.9,0.1,1.46,8.0,0.0,6
39081,13.4,0.1,1.48,8.0,0.0,7
39082,14.0,0.1,1.47,8.1,0.0,6
39083,14.7,0.1,1.47,8.0,0.0,8
39084,15.2,0.1,1.49,8.0,0.0,7
39085,15.1,0.1,1.50,8.0,0.0,7
39086,15.3,0.1,1.53,8.1,0.0,7
39087,15.7,0.1,1.53,8.0,0.0,6
39088,15.7,0.1,1.50,8.0,0.0,9
39089,15.6,0.1,1.49,8.0,0.0,7
39090,15.6,0.1,1.52,8.0,0.0,7
39091,15.7,0.1,1.53,8.0,0.0,7
39092,15.7,0.1,1.55,8.1,0.0,8
39093,15.6,0.1,1.57,8.0,0.0,8
39094,15.5,0.1,1.55,8.1,0.0,6
39095,15.7,0.1,1.54,8.1,0.0,7
39096,15.6,0.1,1.52,8.1,0.0,7
39097,15.4,0.1,1.49,8.1,0.0,8
39098,15.5,0.1,1.52,8.1,0.0,7
39099,15.3,0.1,1.54,8.1,0.0,7
39100,15.3,0.1,1.53,8.1,0.0,7
39101,15.0,0.1,1.54,8.2,0.0,7
39102,14.9,0.1,1.54,8.2,0.0,6
39103,15.1,0.1,1.51,8.2,0.0,7
39104,15.3,0.1,1.52,8.2,0.0,7
39105,15.1,0.1,1.50,8.3,0.0,7
39106,15.4,0.1,1.52,8.3,0.0,7
39107,15.5,0.1,1.55,8.3,0.0,7
39108,15.8,0.1,1.54,8.3,0.0,6
39109,15.7,0.1,1.56,8.3,0.0,7
39110,15.7,0.1,1.53,8.3,0.0,7
39111,15.6,0.1,1.50,8.3,0.0,7
39112,15.9,0.1,1.51,8.3,0.0,7
39113,16.1,0.1,1.51,8.3,0.0,7
39114,16.1,0.1,1.54,8.3,0.0,7
39115,16.0,0.1,1.56,8.3,0.0,7
39116,16.2,0.1,1.56,8.4,0.0,7
39117,16.2,0.1,1.56,8.5,0.0,7
39118,16.2,0.1,1.55,8.3,0.0,7
39119,16.5,0.1,1.51,8.4,0.0,7
39120,16.6,0.1,1.53,8.3,0.0,8
39121,16.7,0.1,1.53,8.4,0.0,7
39122,16.5,0.1,1.55,8.5,0.0,8
39123,16.5,0.1,1.57,8.4,0.0,6
39124,16.5,0.1,1.55,8.5,0.0,7
39125,16.4,0.1,1.53,8.3,0.0,7
39126,16.5,0.1,1.51,8.3,0.0,8
39127,16.4,0.1,1.48,8.5,0.0,7
39128,16.5,0.1,1.49,8.4,0.0,9
39129,16.2,0.1,1.50,8.5,0.0,7
39130,16.1,0.1,1.50,8.4,0.0,8
39131,16.1,0.1,1.51,8.5,0.0,7
39132,16.0,0.1,1.49,8.5,0.0,7
39133,15.8,0.1,1.45,8.5,0.0,7
39134,15.7,0.1,1.44,8.5,0.0,8
39135,15.6,0.1,1.43,8.4,0.0,7
39136,15.3,0.1,1.42,8.4,0.0,7
39137,15.1,0.1,1.44,8.4,0.0,7
39138,14.6,0.1,1.45,8.4,0.0,7
39139,13.8,0.1,1.45,8.4,0.0,7
39140,13.4,0.1,1.45,8.5,0.0,7
39141,13.2,0.1,1.43,8.4,0.0,8
39142,13.0,0.1,1.42,8.4,0.0,7
39143,12.8,0.1,1.43,8.4,0.0,7
39144,12.6,0.1,1.46,8.4,0.0,7
39145,12.5,0.1,1.48,8.5,0.0,6
39146,12.4,0.1,1.48,8.4,0.0,9
39147,11.7,0.1,1.47,8.5,0.0,6
39148,11.2,0.1,1.46,8.2,0.0,7
39149,10.6,0.1,1.46,8.3,0.0,8
39150,10.3,0.1,1.47,8.2,0.0,7
39151,10.0,0.1,1.50,8.4,0.0,6
39152,9.8,0.1,1.51,8.3,0.0,6
39153,9.6,0.1,1.51,8.3,0.0,7
39154,9.3,0.1,1.51,8.4,0.0,6
39155,9.1,0.1,1.48,8.3,0.0,8
39156,9.2,0.1,1.49,8.2,0.0,7
39157,8.8,0.1,1.48,8.4,0.0,6
39158,8.5,0.1,1.49,8.2,0.0,8
39159,8.5,0.1,1.49,8.2,0.0,7
39160,8.3,0.1,1.49,8.4,0.0,5
39161,8.2,0.1,1.47,8.2,0.0,8
39162,7.9,0.1,1.47,8.1,0.0,7
39163,7.8,0.1,1.47,8.1,0.0,7
39164,7.9,0.1,1.45,8.3,0.0,6
39165,7.2,0.1,1.45,8.2,0.0,7
39166,7.2,0.1,1.44,8.2,0.0,7
39167,7.4,0.1,1.45,8.2,0.0,7
39168,6.9,0.1,1.46,8.3,0.0,7
39169,6.8,0.1,1.43,8.4,0.0,5
39170,6.4,0.1,1.41,8.3,0.0,8
39171,5.9,0.1,1.40,8.3,0.0,6
39172,5.5,0.1,1.40,8.3,0.0,7
39173,5.3,0.1,1.40,8.2,0.0,6
39174,4.9,0.1,1.42,8.2,0.0,7
39175,5.0,0.1,1.43,8.2,0.0,6
39176,5.3,0.1,1.45,8.3,0.0,5
39177,5.7,0.1,1.46,8.2,0.0,7
39178,6.5,0.1,1.45,8.1,0.0,6
39179,7.3,0.1,1.47,8.2,0.0,7
39180,8.2,0.1,1.43,8.2,0.0,7
39181,9.4,0.1,1.41,8.2,0.0,6
39182,10.1,0.1,1.42,8.3,0.0,6
39183,10.9,0.1,1.44,8.4,0.0,7
39184,12.7,0.1,1.48,8.3,0.0,7
39185,13.0,0.1,1.49,8.4,0.0,7
39186,13.9,0.1,1.48,8.3,0.0,7
39187,14.4,0.1,1.41,8.3,0.0,6
39188,14.6,0.1,1.38,8.4,0.0,7
39189,14.7,0.1,1.37,8.4,0.0,6
39190,14.9,0.1,1.45,8.4,0.0,6
39191,14.8,0.1,1.47,8.3,0.0,7
39192,14.9,0.1,1.47,8.4,0.0,7
39193,15.3,0.1,1.46,8.4,0.0,6
39194,15.7,0.1,1.44,8.5,0.0,10
39195,16.3,0.1,1.40,8.4,0.0,7
39196,16.1,0.1,1.41,8.5,0.0,6
39197,16.1,0.1,1.40,8.5,0.0,7
39198,16.6,0.1,1.47,8.3,0.0,8
39199,16.5,0.1,1.43,8.6,0.0,7
39200,16.4,0.1,1.42,8.5,0.0,8
39201,16.8,0.1,1.43,8.6,0.0,6
39202,16.9,0.1,1.44,8.6,0.0,6
39203,17.0,0.1,1.45,8.5,0.0,7
39204,17.3,0.1,1.46,8.6,0.0,7
39205,17.4,0.1,1.49,8.6,0.0,6
39206,17.5,0.1,1.46,8.7,0.0,6
39207,17.8,0.1,1.42,8.5,0.0,7
39208,18.0,0.1,1.43,8.6,0.0,6
39209,17.9,0.1,1.45,8.6,0.0,8
39210,18.0,0.1,1.49,8.6,0.0,8
39211,18.0,0.1,1.51,8.7,0.0,8
39212,18.3,0.1,1.53,8.7,0.0,7
39213,18.6,0.1,1.51,8.7,0.0,6
39214,18.2,0.1,1.47,8.6,0.0,9
39215,18.3,0.1,1.47,8.7,0.0,7
39216,18.4,0.1,1.45,8.7,0.0,7
39217,18.5,0.1,1.50,8.7,0.0,7
39218,18.7,0.1,1.50,8.8,0.0,5
39219,18.7,0.1,1.53,8.7,0.0,7
39220,18.6,0.1,1.50,8.8,0.0,6
39221,18.7,0.1,1.47,8.7,0.0,6
39222,18.7,0.1,1.46,8.7,0.0,6
39223,18.5,0.1,1.45,8.7,0.0,7
39224,18.4,0.1,1.45,8.7,0.0,5
39225,18.4,0.1,1.49,8.8,0.0,6
39226,18.3,0.1,1.52,8.7,0.0,7
39227,18.2,0.1,1.50,8.8,0.0,5
39228,18.8,0.1,1.46,8.7,0.0,6
39229,18.3,0.1,1.42,8.8,0.0,5
39230,18.1,0.1,1.39,8.7,0.0,5
39231,17.5,0.1,1.36,8.8,0.0,5
39232,16.8,0.1,1.37,8.8,0.0,6
39233,15.9,0.1,1.40,8.7,0.0,7
39234,15.8,0.1,1.40,8.7,0.0,5
39235,14.4,0.1,1.39,8.7,0.0,7
39236,13.5,0.1,1.39,8.7,0.0,6
39237,12.9,0.1,1.36,8.8,0.0,5
39238,12.4,0.1,1.41,8.8,0.0,7
39239,12.1,0.1,1.37,8.8,0.0,6
39240,11.8,0.1,1.41,8.7,0.0,7
39241,11.4,0.1,1.45,8.8,0.0,6
39242,11.1,0.1,1.47,8.7,0.0,6
39243,10.8,0.1,1.47,8.8,0.0,5
39244,10.6,0.1,1.47,8.7,0.0,7
39245,10.4,0.1,1.46,8.7,0.0,6
39246,10.5,0.1,1.43,8.6,0.0,7
39247,10.7,0.1,1.40,8.6,0.0,6
39248,10.3,0.1,1.41,8.7,0.0,5
39249,10.1,0.1,1.46,8.7,0.0,6
39250,9.8,0.1,1.50,8.7,0.0,5
39251,9.8,0.1,1.50,8.7,0.0,6
39252,9.7,0.1,1.53,8.7,0.0,5
39253,9.4,0.1,1.47,8.7,0.0,5
39254,9.2,0.1,1.44,8.6,0.0,6
39255,9.3,0.1,1.40,8.7,0.0,7
39256,9.2,0.1,1.45,8.6,0.0,6
39257,9.0,0.1,1.49,8.6,0.0,6
39258,8.7,0.1,1.51,8.6,0.0,6
39259,8.3,0.1,1.50,8.6,0.0,6
39260,8.1,0.1,1.46,8.6,0.0,6
39261,7.8,0.1,1.41,8.5,0.0,6
39262,7.7,0.1,1.39,8.3,0.0,6
39263,7.8,0.1,1.39,8.4,0.0,6
39264,7.4,0.1,1.38,8.6,0.0,5
39265,7.3,0.1,1.43,8.6,0.0,6
39266,7.2,0.1,1.44,8.6,0.0,6
39267,7.2,0.1,1.43,8.5,0.0,6
39268,7.0,0.1,1.41,8.4,0.0,7
39269,6.9,0.1,1.39,8.6,0.0,6
39270,7.1,0.1,1.37,8.5,0.0,6
39271,7.1,0.1,1.40,8.4,0.0,10
39272,7.4,0.1,1.44,8.5,0.0,6
39273,8.0,0.1,1.46,8.5,0.0,6
39274,9.3,0.1,1.46,8.5,0.0,6
39275,9.7,0.1,1.47,8.5,0.0,6
39276,10.4,0.1,1.41,8.3,0.0,7
39277,11.0,0.1,1.38,8.5,0.0,6
39278,12.1,0.1,1.36,8.5,0.0,6
39279,13.3,0.1,1.42,8.6,0.0,6
39280,14.0,0.1,1.49,8.6,0.0,7
39281,15.2,0.1,1.50,8.6,0.0,6
39282,15.8,0.1,1.48,8.6,0.0,7
39283,16.7,0.1,1.44,8.4,0.0,8
39284,18.0,0.1,1.41,8.5,0.0,6
39285,18.1,0.1,1.39,8.6,0.0,5
39286,18.2,0.1,1.41,8.5,0.0,6
39287,19.6,0.1,1.48,8.5,0.0,7
39288,19.6,0.1,1.49,8.6,0.0,7
39289,20.3,0.1,1.47,8.3,0.0,8
39290,21.0,0.1,1.43,8.5,0.0,7
39291,21.4,0.1,1.39,8.5,0.0,7
39292,21.6,0.1,1.35,8.5,0.0,8
39293,22.0,0.1,1.35,8.5,0.0,13
39294,22.3,0.1,1.38,8.6,0.0,6
39295,22.4,0.1,1.41,8.6,0.0,7
39296,22.5,0.1,1.45,8.5,0.0,7
39297,22.8,0.1,1.45,8.5,0.0,7
39298,23.0,0.1,1.41,8.6,0.0,6
39299,23.1,0.1,1.40,8.5,0.0,8
39300,23.3,0.1,1.39,8.6,0.0,14
39301,23.5,0.1,1.41,8.5,0.0,8
39302,23.5,0.1,1.46,8.7,0.0,6
39303,23.8,0.1,1.49,8.7,0.0,7
39304,24.1,0.1,1.49,8.7,0.0,7
39305,24.1,0.1,1.49,8.6,0.0,7
39306,24.1,0.1,1.48,8.7,0.0,7
39307,24.2,0.1,1.49,8.6,0.0,7
39308,24.4,0.1,1.49,8.7,0.0,9
39309,24.9,0.1,1.49,8.6,0.0,7
39310,24.9,0.1,1.53,8.7,0.0,7
39311,24.9,0.1,1.54,8.7,0.0,6
39312,25.2,0.1,1.53,8.7,0.0,8
39313,25.3,0.1,1.54,8.7,0.0,7
39314,25.5,0.1,1.52,8.7,0.0,7
39315,25.2,0.1,1.53,8.7,0.0,6
39316,25.3,0.1,1.50,8.8,0.0,7
39317,25.2,0.1,1.51,8.8,0.0,8
39318,25.2,0.1,1.51,8.7,0.0,7
39319,25.1,0.1,1.51,8.7,0.0,7
39320,25.4,0.1,1.50,8.7,0.0,6
39321,25.4,0.1,1.49,8.7,0.0,6
39322,25.6,0.1,1.49,8.7,0.0,6
39323,25.5,0.1,1.46,8.7,0.0,6
39324,25.5,0.1,1.46,8.8,0.0,6
39325,24.9,0.1,1.42,8.8,0.0,6
39326,25.7,0.1,1.37,8.9,0.0,5
39327,25.1,0.1,1.36,8.6,0.0,7
39328,23.2,0.1,1.39,8.7,0.0,6
39329,22.0,0.1,1.41,8.8,0.0,6
39330,20.6,0.1,1.43,8.8,0.0,6
39331,18.8,0.1,1.42,8.7,0.0,7
39332,17.9,0.1,1.40,8.8,0.0,7
39333,17.2,0.1,1.39,8.7,0.0,6
39334,16.4,0.1,1.42,8.8,0.0,5
39335,15.8,0.1,1.45,8.8,0.0,6
39336,15.4,0.1,1.47,8.8,0.0,7
39337,14.9,0.1,1.46,8.8,0.0,5
39338,14.6,0.1,1.48,8.7,0.0,8
39339,14.5,0.1,1.45,8.6,0.0,7
39340,14.2,0.1,1.43,8.6,0.0,7
39341,13.8,0.1,1.48,8.7,0.0,6
39342,13.6,0.1,1.48,8.7,0.0,6
39343,13.6,0.1,1.48,8.7,0.0,6
39344,13.3,0.1,1.51,8.6,0.0,6
39345,13.2,0.1,1.51,8.6,0.0,6
39346,13.1,0.1,1.50,8.7,0.0,5
39347,12.9,0.1,1.50,8.6,0.0,6
